EmpID,BiasInfluentialFactor,FitmentPercent
4597,,59.18
17284,EmpScore,81.96
18999,DegreeBranch,69.43
14828,Gender,81.38
2729,,67.59
14806,DegreeBranch,81.92
20021,MartialStatus,81.23
14024,HighestDegree,81.9
21165,,59.04
10837,Gender,83.03
17199,DegreeBranch,81.59
2679,HighestDegree,81.48
20225,Gender,81.67
14139,HighestDegree,85.83
22956,DegreeBranch,81.56
13029,EmpScore,81.32
6346,DegreeBranch,80.97
20917,DegreeBranch,83.01
20357,DegreeBranch,80.83
20144,EmpScore,81.68
6532,CurrentCompanyType,69.97
19987,,69.03
10235,,51.91
13145,,52.32
22071,Gender,79.14
9071,,69.27
4707,Gender,80.81
9537,HighestDegree,80.99
15874,Gender,82.98
4885,DegreeBranch,76.07
12777,YearsOfExperince,80.6
22596,,68.94
15770,Gender,80.25
9368,Gender,73.26
7855,DegreeBranch,80.41
6880,YearsOfExperince,82.44
4268,YearsOfExperince,81.32
7809,,83.61
21497,Gender,75.4
3512,EmpScore,81.48
19263,DegreeBranch,79.13
23293,HighestDegree,83.12
5760,Gender,80.58
23561,YearsOfExperince,80.88
12915,YearsOfExperince,80.18
16792,YearsOfExperince,80.34
14524,,52.56
10707,YearsOfExperince,80.53
8576,,60.59
16360,EmpScore,80.37
14556,DegreeBranch,79.92
19644,DegreeBranch,75.55
12288,YearsOfExperince,79.17
22525,YearsOfExperince,80.29
12742,,67.11
19033,DegreeBranch,82.11
17026,HighestDegree,80.29
5412,DegreeBranch,79.81
13344,DegreeBranch,82.59
19666,,81.62
8598,,68.55
19628,DegreeBranch,69.03
12847,,79.42
2159,CurrentCompanyType,66.67
13971,,66.24
11524,Gender,81.42
23834,,60.0
19608,DegreeBranch,74.75
18255,YearsOfExperince,78.81
19640,Gender,79.86
9967,DegreeBranch,81.83
16537,YearsOfExperince,80.69
17447,Gender,78.79
12254,Gender,80.52
6815,LatestDegreeCGPA,80.79
4740,Gender,74.29
5426,YearsOfExperince,78.54
7932,YearsOfExperince,67.9
8133,EmpScore,80.9
21754,Gender,77.93
12941,DegreeBranch,81.56
14494,,58.9
23145,,59.24
20881,DegreeBranch,79.75
20637,DegreeBranch,82.14
18620,Gender,79.19
4650,CurrentCompanyType,70.3
23842,DegreeBranch,80.75
4722,,54.57
8197,,68.1
20966,,66.71
22565,HighestDegree,80.4
14013,DegreeBranch,71.33
6898,,83.09
15838,DegreeBranch,81.96
5157,DegreeBranch,82.21
20771,Gender,82.28
13249,HighestDegree,83.72
8058,YearsOfExperince,79.13
8360,,69.45
8756,,66.76
21407,MartialStatus,79.66
6273,,67.48
16938,Gender,79.75
2026,DegreeBranch,82.05
12276,,52.92
10576,DegreeBranch,83.71
14108,Gender,79.32
18227,YearsOfExperince,78.62
13007,DegreeBranch,82.39
8774,YearsOfExperince,80.68
15170,DegreeBranch,78.82
11319,Gender,82.27
16453,,68.79
5599,CurrentCompanyType,69.07
5295,,58.89
12453,DegreeBranch,81.33
12949,DegreeBranch,80.5
20354,YearsOfExperince,81.2
7924,Gender,77.68
3651,Gender,75.01
17457,CurrentCompanyType,68.39
5015,,65.75
8407,DegreeBranch,81.04
18105,DegreeBranch,83.03
21901,Gender,82.88
13203,,65.18
10063,Gender,79.04
16904,Gender,81.52
21494,DegreeBranch,81.57
15268,Gender,80.47
9430,DegreeBranch,81.65
3109,DegreeBranch,76.61
19667,Gender,79.41
7753,Gender,76.14
2958,YearsOfExperince,78.72
15525,Gender,78.63
11884,HighestDegree,81.61
3978,,81.09
7110,,58.72
14118,,66.06
2321,Gender,81.93
18823,,68.94
10593,YearsOfExperince,80.9
13768,MartialStatus,82.69
8172,DegreeBranch,81.75
2077,EmpScore,81.48
2442,DegreeBranch,83.14
8203,Gender,84.09
8009,Gender,81.55
11284,DegreeBranch,80.7
5504,Gender,69.14
18634,DegreeBranch,67.65
10985,YearsOfExperince,80.65
10311,Gender,80.64
11860,DegreeBranch,82.31
16069,,66.11
3235,,51.49
17901,YearsOfExperince,80.05
24315,,79.69
19623,,55.28
4056,,68.79
14107,EmpScore,82.6
19859,DegreeBranch,79.57
19001,,71.25
19983,,80.28
5999,,59.73
8402,Gender,79.56
22807,,79.03
17833,CurrentCompanyType,69.98
5013,,56.84
20052,Gender,79.96
12188,MartialStatus,79.22
10363,YearsOfExperince,74.44
24052,YearsOfExperince,76.0
17273,Gender,79.95
22651,,58.19
6726,,58.58
16473,YearsOfExperince,78.87
15222,Gender,81.6
4265,EmpScore,81.66
7850,DegreeBranch,79.6
21134,YearsOfExperince,70.45
13300,,60.51
4628,DegreeBranch,80.9
7412,Gender,82.48
17728,Gender,79.72
18725,YearsOfExperince,80.72
19217,EmpScore,77.09
6170,Gender,77.82
19257,Gender,81.4
4980,,64.8
9052,DegreeBranch,81.54
15550,DegreeBranch,66.79
4492,MartialStatus,80.64
12326,YearsOfExperince,81.38
9675,DegreeBranch,81.89
22811,YearsOfExperince,82.01
14194,EmpScore,78.09
11520,DegreeBranch,83.76
10755,YearsOfExperince,79.18
8369,DegreeBranch,80.01
12766,YearsOfExperince,82.4
7785,,66.5
7428,,66.31
11606,DegreeBranch,81.96
22155,YearsOfExperince,82.61
18386,Gender,77.91
17554,Gender,81.36
12745,EmpScore,79.33
8673,Gender,75.01
10774,DegreeBranch,84.29
18016,,66.97
10509,CurrentCompanyType,71.76
8923,DegreeBranch,79.08
4537,Gender,81.19
14132,,64.61
5809,,81.45
23567,,70.93
11330,,82.53
14518,Gender,83.9
10929,HighestDegree,81.4
15145,,66.82
22372,YearsOfExperince,83.01
13673,,66.91
9062,EmpScore,81.63
23282,,45.75
3718,Gender,77.68
20711,DegreeBranch,82.07
20766,Gender,80.36
5534,,67.76
5053,,59.1
7530,,61.2
15952,,65.62
22196,,81.7
24379,,81.39
21184,DegreeBranch,77.65
20632,,59.6
15166,DegreeBranch,79.99
20686,Gender,80.38
16530,YearsOfExperince,73.73
13227,EmpScore,80.5
13649,,51.85
2233,LatestDegreeCGPA,58.91
16100,DegreeBranch,81.38
2236,DegreeBranch,80.03
21657,YearsOfExperince,75.44
16992,Gender,80.72
12752,,82.46
16034,Gender,81.19
14640,CurrentCompanyType,67.85
19315,CurrentCompanyType,71.54
14835,DegreeBranch,80.33
17164,MartialStatus,80.97
8821,YearsOfExperince,82.36
8100,Gender,76.73
21353,Gender,72.79
19310,Gender,80.36
23984,DegreeBranch,82.98
5145,,78.92
18781,,67.53
5154,,80.37
17658,Gender,74.92
2151,CurrentCompanyType,68.54
19685,YearsOfExperince,84.24
13992,DegreeBranch,81.86
11231,CurrentCompanyType,66.85
22262,Gender,80.51
18790,CurrentCompanyType,52.33
12285,Gender,77.06
6584,DegreeBranch,77.69
22391,,64.86
11309,,79.81
18602,,66.23
20449,YearsOfExperince,81.86
18402,DegreeBranch,71.12
17302,YearsOfExperince,82.69
22628,Gender,81.32
6435,DegreeBranch,77.21
3293,HighestDegree,80.33
10515,YearsOfExperince,79.99
2289,,54.37
9846,,69.67
14182,Gender,81.72
5563,HighestDegree,81.63
12324,Gender,73.86
12370,,82.06
12593,Gender,80.94
23192,MartialStatus,80.52
19616,DegreeBranch,82.4
6354,,80.54
7231,Gender,81.21
11787,,69.56
14580,YearsOfExperince,82.56
13498,YearsOfExperince,75.16
8815,,57.52
6389,DegreeBranch,82.89
4573,DegreeBranch,81.4
23076,DegreeBranch,82.6
17603,Gender,79.91
20009,,80.58
9012,,61.09
10729,Gender,75.03
12390,,68.84
23235,YearsOfExperince,81.05
19920,YearsOfExperince,74.05
15263,Gender,78.85
18719,Gender,81.15
12540,,56.51
17194,DegreeBranch,84.37
10568,Gender,79.67
14109,Gender,77.02
2439,DegreeBranch,76.6
19838,,81.26
24179,YearsOfExperince,75.97
3350,CurrentCompanyType,53.36
12420,Gender,82.05
14651,YearsOfExperince,72.45
3923,YearsOfExperince,75.18
11345,,68.54
12375,YearsOfExperince,81.49
15915,,68.24
5219,Gender,80.08
10723,EmpScore,80.67
8514,Gender,79.96
14472,DegreeBranch,79.89
11267,DegreeBranch,78.61
20122,,62.88
5590,EmpScore,81.17
23955,YearsOfExperince,78.86
20018,Gender,81.73
18324,Gender,81.5
4864,Gender,79.82
2285,YearsOfExperince,73.38
6543,YearsOfExperince,75.76
10824,DegreeBranch,80.71
12242,,50.51
11435,,68.71
12158,DegreeBranch,86.62
22367,Gender,80.14
9819,YearsOfExperince,83.59
8862,Gender,80.75
11639,YearsOfExperince,77.64
6155,,68.52
9336,LatestDegreeCGPA,59.2
18185,Gender,74.44
10400,DegreeBranch,83.38
6113,DegreeBranch,81.17
11971,,66.4
15894,Gender,80.57
6824,DegreeBranch,81.62
18284,YearsOfExperince,76.35
14237,MartialStatus,83.5
18894,EmpScore,82.6
17849,,67.77
11149,DegreeBranch,69.71
6551,MartialStatus,80.06
5967,Gender,79.75
13813,DegreeBranch,75.25
9970,DegreeBranch,81.17
4760,,63.59
9629,Gender,75.82
19186,EmpScore,78.99
2309,CurrentCompanyType,73.12
14595,,70.87
23533,Gender,71.06
22697,Gender,82.95
20713,Gender,78.96
10902,DegreeBranch,80.4
22201,MartialStatus,83.75
11817,Gender,81.14
10832,Gender,81.6
3772,Gender,80.57
4234,,59.83
4952,EmpScore,81.42
17214,DegreeBranch,83.21
20092,Gender,81.08
2189,MartialStatus,80.94
21946,YearsOfExperince,80.87
8273,YearsOfExperince,77.15
17620,EmpScore,82.4
2683,Gender,81.6
23694,YearsOfExperince,81.39
19210,DegreeBranch,82.09
4318,Gender,82.79
20128,DegreeBranch,80.8
17241,DegreeBranch,78.68
8157,Gender,80.33
5915,YearsOfExperince,79.74
22024,DegreeBranch,82.75
18656,Gender,82.9
21705,Gender,81.94
7927,YearsOfExperince,78.47
5952,CurrentCompanyType,69.92
15441,LatestDegreeCGPA,61.85
7768,YearsOfExperince,74.1
17671,,69.57
6561,,59.48
4895,,68.05
7078,DegreeBranch,81.66
7262,HighestDegree,80.96
5835,YearsOfExperince,78.57
12954,,66.91
19716,HighestDegree,82.27
22353,YearsOfExperince,80.15
7354,YearsOfExperince,80.77
2474,Gender,75.58
6050,Gender,80.96
16516,DegreeBranch,81.16
21129,YearsOfExperince,76.09
3664,HighestDegree,71.0
8997,,69.2
13691,Gender,74.44
18200,HighestDegree,81.57
9681,,68.09
14197,HighestDegree,81.01
20575,DegreeBranch,68.65
3513,DegreeBranch,83.42
9334,DegreeBranch,82.14
15293,Gender,79.68
18189,HighestDegree,82.34
18256,DegreeBranch,83.28
24154,EmpScore,81.82
14245,EmpScore,82.28
20367,HighestDegree,81.2
23466,EmpScore,84.68
3116,YearsOfExperince,80.2
17568,Gender,83.4
22730,,75.96
15637,,54.96
4819,DegreeBranch,80.03
14531,YearsOfExperince,67.7
17920,,79.76
13373,Gender,72.84
20024,HighestDegree,81.76
12741,,76.2
14286,EmpScore,82.66
13446,Gender,82.15
19905,,65.15
4813,,69.17
7334,Gender,79.77
10608,Gender,76.78
8798,,69.63
11837,Gender,79.62
20075,CurrentCompanyType,71.79
15851,Gender,82.18
4317,MartialStatus,80.07
2234,,67.04
2027,,65.94
2371,DegreeBranch,70.25
4403,Gender,80.67
12890,DegreeBranch,67.0
14160,Gender,80.76
2947,DegreeBranch,79.67
23971,Gender,81.46
2677,HighestDegree,83.67
2047,DegreeBranch,80.46
2917,DegreeBranch,82.12
5627,YearsOfExperince,81.72
14167,YearsOfExperince,79.91
21346,DegreeBranch,76.95
21351,YearsOfExperince,78.65
24076,EmpScore,79.67
12327,EmpScore,77.28
3845,DegreeBranch,80.1
2495,DegreeBranch,84.43
4060,,65.52
10323,,79.18
24319,EmpScore,80.08
12831,YearsOfExperince,80.99
4714,,55.88
11578,Gender,73.69
10585,DegreeBranch,80.31
7053,DegreeBranch,72.22
7127,,68.36
7849,YearsOfExperince,75.5
5012,HighestDegree,82.98
6255,,66.98
8093,EmpScore,81.15
12883,Gender,77.1
2973,,79.9
4863,,67.4
15068,,59.67
19333,Gender,79.64
12959,DegreeBranch,70.25
8013,YearsOfExperince,81.2
3090,Gender,75.72
24196,YearsOfExperince,81.54
11844,LatestDegreeCGPA,59.79
24121,EmpScore,82.41
12264,,71.93
22768,DegreeBranch,83.52
15229,DegreeBranch,69.97
2855,,66.05
6774,Gender,80.5
14316,,64.61
20320,Gender,75.57
13339,CurrentCompanyType,69.36
22356,DegreeBranch,82.84
9162,,59.21
14101,YearsOfExperince,81.25
22792,Gender,81.21
3037,Gender,76.44
7600,YearsOfExperince,84.02
6250,,78.65
15375,MartialStatus,82.18
13244,DegreeBranch,71.52
10830,HighestDegree,82.04
12263,,64.04
10448,CurrentCompanyType,72.85
9195,DegreeBranch,70.21
22389,Gender,73.11
19529,MartialStatus,80.9
10175,Gender,81.55
21677,YearsOfExperince,81.57
23240,EmpScore,81.3
11794,Gender,76.31
14825,Gender,79.84
23041,,66.17
18457,,50.97
16536,Gender,80.99
12728,HighestDegree,82.99
11623,,67.83
6013,HighestDegree,82.51
19886,CurrentCompanyType,70.27
3326,EmpScore,80.93
22193,DegreeBranch,79.9
3940,Gender,79.7
20846,LatestDegreeCGPA,52.53
5757,Gender,78.31
8725,Gender,80.04
21001,CurrentCompanyType,69.09
3543,,65.71
20994,Gender,72.84
9961,YearsOfExperince,77.13
9015,,53.08
19888,EmpScore,77.0
11297,HighestDegree,81.07
18722,EmpScore,82.38
17786,YearsOfExperince,81.12
9543,Gender,80.6
12085,CurrentCompanyType,67.03
15556,,57.02
9014,,51.92
10284,YearsOfExperince,82.93
12598,MartialStatus,81.27
10698,EmpScore,80.86
21223,DegreeBranch,79.95
9310,DegreeBranch,80.29
9230,DegreeBranch,80.33
13338,Gender,76.49
16149,MartialStatus,75.98
16813,Gender,82.23
3038,Gender,81.47
3158,Gender,82.88
22849,YearsOfExperince,74.67
16732,,59.02
19579,DegreeBranch,81.63
18917,,66.02
22229,,59.06
19116,MartialStatus,80.59
14984,,68.11
21140,,64.6
3305,CurrentCompanyType,71.17
12994,Gender,81.2
6125,HighestDegree,68.01
18637,LatestDegreeCGPA,59.65
22541,DegreeBranch,83.97
17912,DegreeBranch,80.56
11803,Gender,74.65
16355,EmpScore,79.61
4235,,68.36
18004,DegreeBranch,79.22
20056,HighestDegree,82.47
2023,DegreeBranch,72.92
21734,EmpScore,84.32
9885,DegreeBranch,83.27
10483,EmpScore,79.92
16641,,70.4
21780,DegreeBranch,80.45
6136,DegreeBranch,82.11
12401,,54.03
17014,Gender,72.8
24087,CurrentCompanyType,66.4
10133,DegreeBranch,84.16
6723,YearsOfExperince,81.69
8045,Gender,78.76
16542,YearsOfExperince,81.84
23321,DegreeBranch,70.07
13825,YearsOfExperince,79.52
15923,Gender,76.99
21526,,66.77
11523,Gender,84.48
6381,DegreeBranch,68.67
9673,YearsOfExperince,78.49
18626,Gender,81.05
18653,EmpScore,82.78
23682,Gender,80.03
13630,YearsOfExperince,82.51
17039,Gender,78.5
22274,YearsOfExperince,82.04
2306,DegreeBranch,79.04
6653,DegreeBranch,85.63
19120,EmpScore,80.57
19554,MartialStatus,79.28
14270,Gender,80.1
18560,DegreeBranch,82.74
17438,HighestDegree,81.52
21362,,68.49
2129,,83.72
17348,DegreeBranch,84.04
4218,,66.2
2849,DegreeBranch,82.92
21933,DegreeBranch,80.96
15580,LatestDegreeCGPA,66.75
20529,DegreeBranch,81.0
17691,YearsOfExperince,81.49
3981,EmpScore,79.31
14265,,60.8
3358,DegreeBranch,81.42
2800,EmpScore,81.82
7450,HighestDegree,79.7
18452,Gender,75.77
18591,,66.59
2799,DegreeBranch,69.02
15693,Gender,74.75
22366,Gender,76.64
11266,DegreeBranch,82.01
4701,Gender,75.14
4465,Gender,79.68
11969,Gender,81.73
21882,YearsOfExperince,79.44
21054,,69.1
4460,Gender,81.56
7407,YearsOfExperince,81.88
8030,DegreeBranch,68.93
11046,Gender,80.81
19729,Gender,73.38
5636,HighestDegree,81.99
6671,,80.97
16202,,66.29
7043,Gender,83.48
10942,DegreeBranch,82.27
14287,YearsOfExperince,79.9
15798,Gender,78.1
20043,YearsOfExperince,81.52
23193,,79.83
20853,CurrentCompanyType,67.21
8822,Gender,82.09
16889,HighestDegree,84.66
20928,DegreeBranch,80.2
20402,Gender,78.34
14144,,66.99
3688,DegreeBranch,81.65
23797,YearsOfExperince,81.54
16515,DegreeBranch,71.88
8662,,53.51
16388,DegreeBranch,82.12
18546,YearsOfExperince,75.03
11979,DegreeBranch,69.23
4834,,68.09
17427,,67.62
22803,YearsOfExperince,79.35
17952,MartialStatus,80.13
17885,HighestDegree,68.41
10017,,62.51
3278,,68.6
20904,Gender,87.97
12711,,63.09
10686,,66.56
12917,EmpScore,80.13
4741,DegreeBranch,81.56
13839,Gender,81.98
21465,CurrentCompanyType,67.63
4590,,67.94
22724,,63.82
8854,,68.91
9435,MartialStatus,82.29
19503,,64.94
3230,EmpScore,81.38
8877,CurrentCompanyType,68.56
4246,DegreeBranch,80.86
16897,HighestDegree,76.39
7773,Gender,72.87
14075,DegreeBranch,78.14
4359,YearsOfExperince,79.11
21289,DegreeBranch,83.53
18186,,56.74
3991,,67.78
22537,YearsOfExperince,78.14
2124,YearsOfExperince,74.78
18692,,67.37
16570,,68.03
18239,MartialStatus,82.44
6771,Gender,78.54
23673,EmpScore,79.19
10742,Gender,80.39
21753,YearsOfExperince,76.85
19431,Gender,82.67
4224,Gender,79.38
12983,Gender,82.3
5454,,82.74
8722,DegreeBranch,83.9
12803,,79.05
12536,Gender,83.19
16422,Gender,80.37
15645,Gender,75.03
3013,,68.57
11044,,66.4
9410,Gender,77.64
9813,YearsOfExperince,81.6
10165,,79.84
7505,YearsOfExperince,80.17
17149,DegreeBranch,78.82
15413,YearsOfExperince,81.68
23114,MartialStatus,79.62
14176,CurrentCompanyType,68.05
21823,DegreeBranch,75.81
10343,DegreeBranch,81.04
5560,YearsOfExperince,71.01
6270,,78.84
7671,Gender,81.65
7005,DegreeBranch,79.99
19009,,67.21
3626,DegreeBranch,81.62
17003,,81.44
2057,,81.54
13919,Gender,76.19
24077,YearsOfExperince,80.71
9766,YearsOfExperince,81.27
15453,EmpScore,80.1
23010,Gender,82.97
14090,Gender,82.54
4809,DegreeBranch,81.78
13269,,61.29
4752,,64.94
20417,,66.17
13672,,66.22
23805,Gender,75.3
18173,,58.37
22094,Gender,74.6
22250,,67.31
16288,Gender,81.97
19045,EmpScore,83.06
16522,DegreeBranch,81.13
4116,HighestDegree,81.06
6539,YearsOfExperince,82.17
3379,Gender,75.17
5059,YearsOfExperince,80.09
8860,DegreeBranch,69.55
21208,Gender,79.92
8853,,69.54
3810,,55.38
14288,HighestDegree,82.3
16412,HighestDegree,69.31
12951,HighestDegree,80.95
10350,DegreeBranch,79.68
12901,Gender,80.45
5620,,66.77
4915,,51.99
12290,DegreeBranch,81.07
2302,DegreeBranch,73.09
18065,YearsOfExperince,82.08
11855,DegreeBranch,82.28
3827,DegreeBranch,79.29
6306,,79.98
23576,,66.95
12006,,81.43
10847,DegreeBranch,82.07
8140,YearsOfExperince,81.72
13901,Gender,82.85
5783,DegreeBranch,78.71
21014,Gender,77.69
22644,Gender,76.66
5984,,67.83
23877,,66.81
2840,Gender,73.24
10192,DegreeBranch,81.08
23914,MartialStatus,81.01
22524,Gender,73.73
2771,HighestDegree,80.58
17692,,76.08
10650,Gender,82.56
9755,DegreeBranch,84.41
13389,DegreeBranch,81.13
22119,DegreeBranch,78.04
7542,EmpScore,82.98
10044,,66.76
6855,DegreeBranch,81.17
23779,Gender,75.5
13008,Gender,73.05
21120,Gender,79.76
11242,,82.75
13650,DegreeBranch,69.65
8267,,62.26
21477,DegreeBranch,83.15
16264,DegreeBranch,69.68
19594,EmpScore,80.87
22269,YearsOfExperince,86.62
13198,YearsOfExperince,83.26
24168,Gender,76.99
20014,,60.27
15728,,79.85
14544,YearsOfExperince,81.41
22947,Gender,83.13
19954,EmpScore,82.65
2152,DegreeBranch,82.72
21219,YearsOfExperince,81.93
8971,Gender,82.47
20877,,59.73
8269,Gender,77.48
15270,DegreeBranch,79.85
23418,,59.56
5493,Gender,80.88
21338,Gender,81.23
5445,DegreeBranch,79.04
5459,Gender,81.73
20868,Gender,76.25
8867,EmpScore,79.53
16546,,68.71
15083,Gender,79.21
12805,DegreeBranch,84.28
5617,Gender,81.42
16201,,56.89
13821,DegreeBranch,70.61
16102,DegreeBranch,87.12
8084,Gender,82.25
18524,,58.82
15480,DegreeBranch,81.75
15180,YearsOfExperince,78.06
17962,HighestDegree,85.33
18642,HighestDegree,80.11
4781,,58.27
22319,,60.17
23603,Gender,81.55
18750,EmpScore,82.59
8473,,69.01
22695,MartialStatus,79.54
19831,,60.32
6237,,79.11
18730,DegreeBranch,82.13
22181,,66.67
21731,EmpScore,80.28
8060,YearsOfExperince,75.82
19420,Gender,79.56
17824,YearsOfExperince,68.4
7161,DegreeBranch,77.38
7844,HighestDegree,79.28
21645,YearsOfExperince,80.67
20063,Gender,80.28
23402,,66.77
5700,Gender,81.15
19467,EmpScore,80.26
18261,DegreeBranch,79.97
19472,DegreeBranch,78.87
8964,,67.83
23851,Gender,82.14
20502,,69.1
9710,DegreeBranch,78.97
22375,CurrentCompanyType,51.55
5593,,69.75
7525,HighestDegree,85.92
12353,,65.8
13150,HighestDegree,83.27
7446,YearsOfExperince,78.64
16239,,65.55
3429,CurrentCompanyType,66.11
22252,DegreeBranch,78.6
5529,Gender,83.38
8650,DegreeBranch,82.43
10382,DegreeBranch,77.64
16109,,66.46
22239,DegreeBranch,82.15
13918,EmpScore,82.07
7346,EmpScore,80.92
22164,,52.16
10995,YearsOfExperince,80.46
20331,,63.99
17053,YearsOfExperince,78.84
3468,YearsOfExperince,75.36
4307,HighestDegree,78.61
16145,YearsOfExperince,81.19
15039,,69.14
11679,Gender,76.92
21688,Gender,75.05
19479,Gender,81.67
11847,DegreeBranch,80.74
9676,CurrentCompanyType,66.29
2322,DegreeBranch,82.85
23970,Gender,80.29
4324,Gender,75.05
17061,EmpScore,83.24
19929,,68.57
23855,HighestDegree,81.76
11899,,67.8
12012,Gender,75.25
8710,,66.2
11626,,59.8
17583,Gender,80.76
7620,,60.17
15853,EmpScore,81.19
23092,DegreeBranch,79.9
6768,DegreeBranch,80.62
13185,Gender,83.75
14150,,66.43
11321,MartialStatus,81.37
15837,DegreeBranch,71.8
18501,DegreeBranch,82.53
2075,MartialStatus,81.21
21211,CurrentCompanyType,68.97
5868,HighestDegree,84.84
16497,,68.67
10271,MartialStatus,79.79
7689,DegreeBranch,82.59
23810,DegreeBranch,80.41
23839,CurrentCompanyType,64.61
9047,DegreeBranch,82.48
22868,DegreeBranch,82.37
9901,EmpScore,81.07
2718,DegreeBranch,83.13
11625,DegreeBranch,78.75
19970,,74.43
9436,DegreeBranch,81.12
18580,EmpScore,84.43
18455,Gender,80.56
18529,HighestDegree,82.65
3243,YearsOfExperince,82.9
11507,,81.05
12893,Gender,82.15
16632,,67.39
16977,Gender,73.11
5350,DegreeBranch,83.6
12057,Gender,74.81
3622,,53.14
7645,,69.29
20356,YearsOfExperince,78.51
5630,EmpScore,81.05
8773,,76.89
13875,YearsOfExperince,79.06
19950,,65.08
6366,DegreeBranch,80.85
20469,,68.54
15675,YearsOfExperince,80.86
15242,DegreeBranch,68.67
5748,Gender,76.61
9402,,69.42
10272,DegreeBranch,79.14
11346,,66.41
19240,DegreeBranch,81.76
14018,,61.65
13747,Gender,78.62
16274,,71.82
21372,Gender,80.8
13794,,59.93
7048,Gender,74.55
22654,,69.48
7474,YearsOfExperince,80.03
7499,,68.62
11565,,64.88
9516,,66.03
13494,Gender,81.17
17062,YearsOfExperince,80.8
8274,,66.0
23159,EmpScore,83.59
10027,DegreeBranch,83.84
18698,,60.12
7092,,80.85
2195,EmpScore,83.97
23116,CurrentCompanyType,75.51
17713,,81.29
10137,Gender,80.19
13010,Gender,82.65
5036,Gender,81.53
7173,DegreeBranch,80.91
17748,EmpScore,79.94
10218,,82.31
23584,CurrentCompanyType,70.99
4580,YearsOfExperince,82.12
10840,YearsOfExperince,81.4
16613,,61.31
8686,,67.16
16347,,67.13
17001,YearsOfExperince,80.24
16046,DegreeBranch,76.97
8194,Gender,77.39
13100,DegreeBranch,77.82
13596,DegreeBranch,80.71
13239,,54.45
17451,,59.97
9859,DegreeBranch,68.45
16136,Gender,83.18
15877,YearsOfExperince,81.12
16520,YearsOfExperince,79.2
24257,,58.97
8147,Gender,79.35
3865,HighestDegree,80.33
7239,,69.09
19099,Gender,77.38
9818,EmpScore,81.28
17434,Gender,80.52
19056,DegreeBranch,80.07
9427,CurrentCompanyType,70.36
5249,DegreeBranch,81.83
7837,DegreeBranch,81.25
23421,,56.23
5049,Gender,77.13
21392,EmpScore,81.54
3366,DegreeBranch,81.5
7363,,67.32
10998,,67.4
18805,EmpScore,81.13
3568,DegreeBranch,68.44
13404,Gender,72.99
2388,,60.77
20585,,67.66
10288,Gender,76.52
11146,LatestDegreeCGPA,67.01
7755,MartialStatus,80.44
15236,DegreeBranch,81.42
3222,,64.85
11561,,68.2
3307,Gender,74.42
12439,DegreeBranch,83.0
10012,DegreeBranch,78.36
19765,Gender,76.33
18379,CurrentCompanyType,69.82
11259,Gender,80.95
24362,YearsOfExperince,76.74
9486,DegreeBranch,85.96
9239,Gender,83.03
15026,HighestDegree,80.72
7309,DegreeBranch,79.67
11248,HighestDegree,82.91
13772,,67.26
18087,,63.9
6706,DegreeBranch,77.61
6466,YearsOfExperince,80.16
3899,,52.9
6214,DegreeBranch,80.99
16314,YearsOfExperince,81.62
2205,EmpScore,80.84
16828,,72.54
15272,DegreeBranch,69.41
19985,,66.27
2623,CurrentCompanyType,70.85
17507,Gender,80.37
5646,YearsOfExperince,80.38
15730,DegreeBranch,81.22
5980,DegreeBranch,82.59
14782,Gender,81.7
20218,YearsOfExperince,80.31
22307,,67.8
23382,YearsOfExperince,80.43
7588,HighestDegree,71.72
8651,EmpScore,80.96
9204,,68.19
22899,DegreeBranch,79.26
13521,,55.7
7889,YearsOfExperince,78.02
6617,DegreeBranch,80.06
23128,Gender,80.57
5220,DegreeBranch,82.64
12816,,64.7
2087,,68.49
12886,,58.15
19020,MartialStatus,78.62
22703,CurrentCompanyType,74.72
21126,YearsOfExperince,80.86
6643,CurrentCompanyType,70.81
21092,Gender,80.97
10289,YearsOfExperince,81.61
5555,DegreeBranch,80.87
22930,CurrentCompanyType,71.89
11076,DegreeBranch,71.89
16101,DegreeBranch,80.3
12441,YearsOfExperince,83.96
14596,CurrentCompanyType,68.97
18935,DegreeBranch,79.96
15475,DegreeBranch,80.16
22398,MartialStatus,79.7
4293,YearsOfExperince,82.03
16870,,79.36
10702,Gender,81.69
20286,,69.51
5456,Gender,74.06
9378,DegreeBranch,80.69
18846,DegreeBranch,72.36
13237,Gender,80.42
5595,Gender,78.0
24042,HighestDegree,81.65
22885,Gender,81.86
11019,,65.29
4024,DegreeBranch,80.42
2283,,59.04
13323,,68.79
16290,YearsOfExperince,83.52
19602,EmpScore,82.4
22154,,80.1
7575,EmpScore,79.24
7278,HighestDegree,83.29
2346,LatestDegreeCGPA,58.97
17122,,68.16
18382,,58.05
16129,,68.16
12357,,64.45
14214,,67.72
13095,DegreeBranch,68.35
4832,Gender,78.18
14308,Gender,74.47
17772,DegreeBranch,81.6
18188,,78.59
2857,,53.3
10956,Gender,80.36
5070,Gender,82.32
15848,Gender,79.48
10715,DegreeBranch,82.67
16025,DegreeBranch,83.14
23554,,79.89
22534,,61.5
23198,,67.12
10660,,71.3
3538,Gender,81.55
12211,DegreeBranch,82.16
21491,CurrentCompanyType,66.65
12444,,67.32
17644,,66.91
12926,,59.57
6632,,67.02
10126,,66.87
5540,DegreeBranch,82.64
12384,EmpScore,79.59
5876,,58.78
